,Ratings,Title,Reviews,Likes,Dislikes,Date
670,5,Did not meet expectations,Dear All after 3 months using i am write this . Pathetic quality of product . With in 3 months of use bed broke from joint oh head side. No response from Flipkart team. Don't buy any furniture from Flipkart.  They assured when you buying and after buying the are the only one who suffered you.READ MORE,0,0,17-11-2020
671,4,Very Good,GoodREAD MORE,0,0,17-11-2020
672,5,Bad quality,Instralltion not complete til dateREAD MORE,0,0,17-11-2020
673,5,Great product,Value for moneyREAD MORE,0,0,17-11-2020
674,3,Excellent,Great product . I must suggest u to buy itREAD MORE,0,0,17-11-2020
675,4,Just okay,The head board is little smaller than shown in the images. Books will not fit in it.READ MORE,0,0,17-11-2020
676,5,Highly recommended,Good product .READ MORE,0,0,17-11-2020
677,4,Wonderful,Value for moneyREAD MORE,0,0,17-11-2020
678,4,Classy product,Good qualityREAD MORE,0,0,17-11-2020
679,5,Best in the market!,Overall very nice productREAD MORE,0,0,17-11-2020
680,3,Nice product,Great bed and the mattress size is 78*72READ MORE,0,0,17-11-2020
681,4,Highly recommended,It would be extremely helpful if bushes were provided so that the ground beneath the bed can be cleaned and damage due to water can be prevented.READ MORE,0,0,17-11-2020
682,4,Must buy!,Good at this priceREAD MORE,0,0,17-11-2020
683,3,Just wow!,Very good as a queen size. Looks textures are good.READ MORE,0,0,17-11-2020
684,5,Terrific purchase,"Installation done , on time, perfect work Thank youREAD MORE",0,0,17-11-2020
685,5,Super!,ExcellentREAD MORE,0,0,17-11-2020
686,5,Value-for-money,SuperREAD MORE,0,0,17-11-2020
687,5,Super!,8500 rs warth but improve quality in betterREAD MORE,0,0,17-11-2020
688,3,Awesome,SuperREAD MORE,0,0,17-11-2020
689,5,Does the job,U have sent us wrong screw ......otherwise everything was OK..... After using for months installation got disturbed and even not able to contact flipkart for the sameREAD MORE,0,0,17-11-2020
690,5,Did not meet expectations,Don't waste your money can't buy it This product is very very bad please i humbly request to you can't buy this product pleaseNo value of moneyREAD MORE,0,0,17-11-2020
691,5,Highly recommended,Not badREAD MORE,0,0,17-11-2020
692,5,Don't waste your money,"Too many scratches, hight is too low, quality not so good, i will never order againREAD MORE",0,0,17-11-2020
693,5,Pretty good,"Does the job, value for moneyREAD MORE",0,0,17-11-2020
694,5,Wonderful,This is the perfect bed with in best priceREAD MORE,0,0,17-11-2020
695,3,Does the job,"Brought for 11k in BigBillionKing size, very big 78*72.. no other varientsIt's fragile. Looks good. Not suitable in home with kids.Needed to be used very carefully.READ MORE",0,0,17-11-2020
696,3,Highly recommended,Much wow!! Go for it (You won't get anything like this at this range of 9k)READ MORE,0,0,17-11-2020
697,5,Terrible product,Caughing fungus. Customer support is very bad. It is water resistance but it caughts fungus. No warranty cover for fungus regarding.READ MORE,0,0,17-11-2020
698,5,Waste of money!,Actually there was a problem in panel boards and the holes and bolts required for bed is not given in sufficient number iam not happy with the service but anyway iam not interested in returning the product so I installed itREAD MORE,0,0,17-11-2020
699,5,Nice product,Awsome very goodREAD MORE,0,0,17-11-2020
700,3,Worth the money,Budget friendly productREAD MORE,0,0,17-11-2020
701,3,Classy product,AwesomeREAD MORE,0,0,17-11-2020
702,3,Excellent,Very good material and compact packing. Good installation by service engineer. Great value for moneyREAD MORE,0,0,17-11-2020
703,5,Decent product,Product hight is too lowREAD MORE,0,0,17-11-2020
704,4,Not recommended at all,Very bad fitting system and not durable any jointsREAD MORE,0,0,17-11-2020
705,5,Really Nice,GoodREAD MORE,0,0,17-11-2020
706,5,Classy product,GoodREAD MORE,0,0,17-11-2020
707,5,Mind-blowing purchase,"It's good value for money, go for it.READ MORE",0,0,17-11-2020
708,5,Does the job,Design is fine but not durableREAD MORE,0,0,17-11-2020
709,5,Wonderful,Product is good can buy but cost seems to be very high .READ MORE,0,0,17-11-2020
710,3,Delightful,The design of the product is very good. Material also good.but little expensive.Overall it good.You can go for it.READ MORE,0,0,17-11-2020
711,5,Waste of money!,Plywood lying on floorREAD MORE,0,0,17-11-2020
712,3,Worst experience ever!,Your instalation team is not good today not coming iwill refundsREAD MORE,0,0,17-11-2020
713,5,Good choice,RecommendREAD MORE,0,0,17-11-2020
714,5,Decent product,Affordable quality not that good but its ok to have product at this price range.READ MORE,0,0,17-11-2020
715,5,Best in the market!,Good as per dimensions given.READ MORE,0,0,17-11-2020
716,5,Terrific,Very niceREAD MORE,0,0,17-11-2020
717,5,Best in the market!,AwesomeREAD MORE,0,0,17-11-2020
718,5,Mind-blowing purchase,Product delevery in time.installation also in time.instllation is good.so overallay it is value for product.READ MORE,0,0,17-11-2020
719,5,Highly recommended,Mr Deepak Kumar great sarvice I am very happyREAD MORE,0,0,17-11-2020
720,4,Good,Not badREAD MORE,0,0,17-11-2020
721,5,Does the job,Two pieces having scratches. Installation OK.READ MORE,0,0,17-11-2020
722,5,Worth every penny,Very nic product it use of money really goodREAD MORE,0,0,17-11-2020
723,4,Fabulous!,Must buyREAD MORE,0,0,17-11-2020
724,4,Really Nice,OkREAD MORE,0,0,17-11-2020
725,5,Mind-blowing purchase,"Bed is a true value for money product??Today the installation work was completed ,,I will update my review after 1-2 week usage !!READ MORE",0,0,17-11-2020
726,4,Does the job,Very good person installation teamREAD MORE,0,0,17-11-2020
727,5,Terrific purchase,Good productREAD MORE,0,0,17-11-2020
728,5,Value-for-money,Good product........go for itREAD MORE,0,0,17-11-2020
729,3,Awesome,GoodREAD MORE,0,0,17-11-2020
730,5,Just wow!,Value for moneyNice productGood installationREAD MORE,0,0,17-11-2020
731,5,Did not meet expectations,BadREAD MORE,0,0,17-11-2020
732,5,Very Good,"This cot is very nice in quality, design, value of money and finishing. Low price good quality.READ MORE",0,0,17-11-2020
733,5,Does the job,"Bought few days ago. Delivery and installation was fast and good. Avg product. Go for it if you're having low budget only. Material is of low quality. Would get sound from bed joints. Have to maintain carefully (from water and moisture). But if your budget is low, go for it. Value for money.READ MORE",0,0,17-11-2020
734,5,Brilliant,Edges were sharp not safe but gud lookingREAD MORE,0,0,17-11-2020
735,5,Best in the market!,Really happy with a product and service they did the service on time and the method of handling and fitting is really exellentREAD MORE,0,0,17-11-2020
736,5,Worth every penny,At this price range you cannot get more beautiful and durable bed. If you are tight on budget go for it blindly.READ MORE,0,0,17-11-2020
737,3,Slightly disappointed,Good but plan nothing designed.READ MORE,0,0,17-11-2020
738,4,Terrific,Nazim saifi was very professional and installation was on precise timeREAD MORE,0,0,17-11-2020
739,5,Terrific,"Delicate thing for shifting but looks beautiful and strong enough once placed in the bedroom , you can't shift it without any proper carpenters help due to its auto locking screw n nuts feeting worth u pay , just perfect I would say. This is ?? percent right feedback I am postingREAD MORE",0,0,17-11-2020
740,5,Moderate,"Never ever buy this product, horribleREAD MORE",0,0,17-11-2020
741,5,Terrific,Great product. I'm very much satisfie.READ MORE,0,0,17-11-2020
742,3,Absolute rubbish!,"I want My money back. Wood quality is worse and even I have mot able to get refund, I want to return this worse bed and want my money backREAD MORE",0,0,17-11-2020
743,5,Super!,GoodREAD MORE,0,0,17-11-2020
744,5,Super!,Nice material but this just lack the durabilityREAD MORE,0,0,17-11-2020
745,5,Perfect product!,I lov this product ?? if we living for short spam of periods go for itREAD MORE,0,0,17-11-2020
746,4,Terrific,Very nice bed and installation process very goodREAD MORE,0,0,17-11-2020
747,5,Good quality product,It is good enough.READ MORE,0,0,17-11-2020
748,5,Very Good,"Good product, I am satisfiedREAD MORE",0,0,17-11-2020
749,5,Terrific,GreatREAD MORE,0,0,17-11-2020
750,5,Moderate,If you want your bed at one fixed place then this is perfect product. But if you keep shifting places then its a costly bet. Dismantling and then assembling again is real pain and it bears a cost also.READ MORE,0,0,17-11-2020
751,3,Wonderful,Best productREAD MORE,0,0,17-11-2020
752,4,Worth the money,SuperbREAD MORE,0,0,17-11-2020
753,5,Must buy!,MarvelousREAD MORE,0,0,17-11-2020
754,5,Brilliant,GoodREAD MORE,0,0,17-11-2020
755,3,Very Good,Good ProductREAD MORE,0,0,17-11-2020
756,3,Just wow!,Very good quality in lowest priceREAD MORE,0,0,17-11-2020
757,5,Highly recommended,Very good product..same as shown in image. Worth of moneyREAD MORE,0,0,17-11-2020
758,5,Moderate,Go for temporary use.READ MORE,0,0,17-11-2020
759,4,Waste of money!,Its a very bad product.READ MORE,0,0,17-11-2020
760,3,Super!,in very low price product is very nice...READ MORE,0,0,17-11-2020
761,4,Really Nice,Good product but some pieces are damaged.READ MORE,0,0,17-11-2020
762,3,Awesome,Very bad quality don't bye this productREAD MORE,0,1,17-11-2020
763,5,Delightful,"Product good.& quality ok, require improvement in design..READ MORE",0,0,17-11-2020
764,4,Good quality product,Good ProductREAD MORE,0,0,17-11-2020
765,5,Best in the market!,Best jobREAD MORE,0,0,17-11-2020
766,4,Not good,quality is not goodREAD MORE,0,0,17-11-2020
767,3,Must buy!,Value for moneyREAD MORE,0,0,17-11-2020
768,4,Waste of money!,"Not very impressed with this product.Design wise, it's not really up to the mark:1. Sharp edges in all corners are definitely dangerous for kids2. The bases for storage are no where attached to the mainframe. This means that there are gaps and any small insect/spider can get in from the bottom.Packaging is faulty:Package doesn't contain all the parts required for installation.Installation: Worst ever experience1. One needs to stay with the person from Jeeves to ensure proper install...READ MORE",0,0,17-11-2020
769,5,Terrific purchase,awesome product value for moneyREAD MORE,0,0,17-11-2020
770,5,Not recommended at all,OkREAD MORE,0,0,17-11-2020
771,4,Good quality product,GoodREAD MORE,0,0,17-11-2020
772,4,Nice,How much weight can this bear ?READ MORE,0,0,17-11-2020
773,4,Worth every penny,"If you don't plant to move your bed from one room to another, it is definitely a great product at such a rate. If you don't have children to jump on bed, then definitely a great product. Needs a very disciplined handling. No wet wiping.READ MORE",0,0,17-11-2020
774,4,Awesome,Excellent.... Smart installation by jeevsREAD MORE,0,0,17-11-2020
775,4,Nice product,Time on delivery very good .Thanks to flipkartREAD MORE,0,0,17-11-2020
776,4,Mind-blowing purchase,Nice one at this price.READ MORE,0,0,17-11-2020
777,4,Wonderful,Delivery and installation carried out very well .Happy with the product and order. Worth for the  price. Overall Amazing deal for this price.Durability..shud see a few daysREAD MORE,0,0,17-11-2020
778,4,Just okay,Fast deliveryInstalled fastQuality not goodValue of moneyREAD MORE,0,0,17-11-2020
779,5,Excellent,Good oneREAD MORE,0,0,17-11-2020
780,4,Delightful,Good Product. Reviewing just after a week of usage. Looks good exactly as shown in pics. Assembly was quick and professional. Overall decent bed in this price range.READ MORE,0,0,17-11-2020
781,5,Unsatisfactory,Perfect and vergood matREAD MORE,0,0,17-11-2020
782,3,Excellent,Best productREAD MORE,0,0,17-11-2020
783,3,Terrific purchase,Good product.Save money with the productREAD MORE,0,0,17-11-2020
784,4,Excellent,Nice bed wonderfullREAD MORE,0,0,17-11-2020
785,5,Wonderful,Nice productREAD MORE,0,0,17-11-2020
786,3,Mind-blowing purchase,Good looking. Liked the product.READ MORE,0,0,17-11-2020
787,4,Mind-blowing purchase,NiceREAD MORE,0,0,17-11-2020
788,5,Awesome,NiceREAD MORE,0,0,17-11-2020
789,3,Perfect product!,Good product instalation  is fineREAD MORE,0,0,17-11-2020
790,4,Mind-blowing purchase,Great stuff value for moneyREAD MORE,0,0,17-11-2020
791,4,Mind-blowing purchase,TremendousREAD MORE,0,0,17-11-2020
792,5,Worst experience ever!,"First of all the bed is not very strong, it will make a lot of noise.Also, Please don't buy this product. Flipkart is not a professional furniture brand. I had an issue while shifting my flat while still in warranty. At the time of installation I had discussed the issue of shifting with the representative. I was asked to buy an additional maintenance plan, which I did. Eventually at the time of shifting neither Flipkart nor Jeeves(outsourced furniture maintenance) could do a simple installat...READ MORE",0,0,17-11-2020
793,4,Waste of money!,Very bad wastage of money.never buy thisREAD MORE,0,0,17-11-2020
794,4,Very Good,Storage base is not fixedREAD MORE,0,0,17-11-2020
795,4,Value-for-money,One word “VALUE FOR MONEY” The design and looks are good..!! Thank you Flipkart for the delivery. Have to drop a review again after few months of usage. Thank you..!!READ MORE,0,0,17-11-2020
